districtCode,city,district,province,lon,lat
110100,北京市,北京,北京市,116.405285,39.904989
110101,北京市,东城,北京市,116.418757,39.917544
110102,北京市,西城,北京市,116.366794,39.915309
110105,北京市,朝阳,北京市,116.486409,39.921489
110106,北京市,丰台,北京市,116.286968,39.863642
110107,北京市,石景山,北京市,116.195445,39.914601
110108,北京市,海淀,北京市,116.310316,39.956074
110109,北京市,门头沟,北京市,116.105381,39.937183
110111,北京市,房山,北京市,116.139157,39.735535
110112,北京市,通州,北京市,116.658603,39.902486
110113,北京市,顺义,北京市,116.653525,40.128936
110114,北京市,昌平,北京市,116.235906,40.218085
110115,北京市,大兴,北京市,116.338033,39.728908
110116,北京市,怀柔,北京市,116.637122,40.324272
110117,北京市,平谷,北京市,117.112335,40.144783
110118,北京市,密云,北京市,116.843352,40.377362
110119,北京市,延庆,北京市,115.985006,40.465325
120100,天津市,天津,天津市,117.190182,39.125596
120101,天津市,和平区,天津市,117.195907,39.118327
120102,天津市,河东区,天津市,117.226568,39.122125
120103,天津市,河西区,天津市,117.217536,39.101897
120104,天津市,南开区,天津市,117.164143,39.120474
120105,天津市,河北区,天津市,117.201569,39.156632
120106,天津市,红桥区,天津市,117.163301,39.175066
120110,天津市,东丽区,天津市,117.313967,39.087764
120111,天津市,西青区,天津市,117.012247,39.139446
120112,天津市,津南区,天津市,117.382549,38.989577
120113,天津市,北辰区,天津市,117.13482,39.225555
120114,天津市,武清区,天津市,117.057959,39.376925
120115,天津市,宝坻区,天津市,117.308094,39.716965
120116,天津市,滨海新区,天津市,117.654173,39.032846
120117,天津市,宁河区,天津市,117.82828,39.328886
120118,天津市,静海区,天津市,116.925304,38.935671
120119,天津市,蓟州区,天津市,117.407449,40.045342
130100,石家庄市,石家庄,河北省,114.502461,38.045474
130102,石家庄市,长安区,河北省,114.548151,38.047501
130104,石家庄市,桥西区,河北省,114.462931,38.028383
130105,石家庄市,新华区,河北省,114.465974,38.067142
130107,石家庄市,井陉矿区,河北省,114.058178,38.069748
130108,石家庄市,裕华,河北省,114.533257,38.027696
130109,石家庄市,藁城,河北省,114.849647,38.033767
130110,石家庄市,鹿泉,河北省,114.321023,38.093994
130111,石家庄市,栾城,河北省,114.654281,37.886911
130121,石家庄市,井陉,河北省,114.144488,38.033614
130123,石家庄市,正定,河北省,114.569887,38.147835
130125,石家庄市,行唐,河北省,114.552734,38.437422
130126,石家庄市,灵寿,河北省,114.37946,38.306546
130127,石家庄市,高邑,河北省,114.610699,37.605714
130128,石家庄市,深泽,河北省,115.200207,38.18454
130129,石家庄市,赞皇,河北省,114.387756,37.660199
130130,石家庄市,无极,河北省,114.977845,38.176376
130131,石家庄市,平山,河北省,114.184144,38.259311
130132,石家庄市,元氏,河北省,114.52618,37.762514
130133,石家庄市,赵县,河北省,114.775362,37.754341
130181,石家庄市,辛集,河北省,115.217451,37.92904
130183,石家庄市,晋州,河北省,115.044886,38.027478
130184,石家庄市,新乐,河北省,114.68578,38.344768
130200,唐山市,唐山,河北省,118.175393,39.635113
130202,唐山市,路南区,河北省,118.210821,39.615162
130203,唐山市,路北区,河北省,118.174736,39.628538
130204,唐山市,古冶,河北省,118.45429,39.715736
130205,唐山市,开平区,河北省,118.264425,39.676171
130207,唐山市,丰南,河北省,118.110793,39.56303
130208,唐山市,丰润,河北省,118.155779,39.831363
130209,唐山市,曹妃甸,河北省,118.446585,39.278277
130224,唐山市,滦南,河北省,118.681552,39.506201
130225,唐山市,乐亭,河北省,118.905341,39.42813
130227,唐山市,迁西,河北省,118.305139,40.146238
130229,唐山市,玉田,河北省,117.753665,39.887323
130281,唐山市,遵化,河北省,117.965875,40.188616
130283,唐山市,迁安,河北省,118.701933,40.012108
130284,唐山市,滦州,河北省,118.71048,39.747116
130300,秦皇岛市,秦皇岛,河北省,119.586579,39.942531
130302,秦皇岛市,海港区,河北省,119.596224,39.943458
130303,秦皇岛市,山海关,河北省,119.753591,39.998023
130304,秦皇岛市,北戴河,河北省,119.486286,39.825121
130306,秦皇岛市,抚宁,河北省,119.240651,39.887053
130321,秦皇岛市,青龙,河北省,118.954555,40.406023
130322,秦皇岛市,昌黎,河北省,119.164541,39.709729
130324,秦皇岛市,卢龙,河北省,118.881809,39.891639
130400,邯郸市,邯郸,河北省,114.490686,36.612273
130402,邯郸市,邯山区,河北省,114.484989,36.603196
130403,邯郸市,丛台区,河北省,114.494703,36.611082
130404,邯郸市,复兴区,河北省,114.458242,36.615484
130406,邯郸市,峰峰,河北省,114.209936,36.420487
130407,邯郸市,肥乡,河北省,114.805154,36.555778
130408,邯郸市,永年,河北省,114.496162,36.776413
130423,邯郸市,临漳,河北省,114.610703,36.337604
130424,邯郸市,成安,河北省,114.680356,36.443832
130425,邯郸市,大名,河北省,115.152586,36.283316
130426,邯郸市,涉县,河北省,113.673297,36.563143
130427,邯郸市,磁县,河北省,114.38208,36.367673
130430,邯郸市,邱县,河北省,115.168584,36.81325
130431,邯郸市,鸡泽,河北省,114.878517,36.914908
130432,邯郸市,广平,河北省,114.950859,36.483603
130433,邯郸市,馆陶,河北省,115.289057,36.539461
130434,邯郸市,魏县,河北省,114.93411,36.354248
130435,邯郸市,曲周,河北省,114.957588,36.773398
130481,邯郸市,武安,河北省,114.194581,36.696115
130500,邢台市,邢台,河北省,114.561132,37.05073
130502,邢台市,桥东区,河北省,114.507131,37.064125
130503,邢台市,桥西区,河北省,114.473687,37.068009
130521,邢台市,邢台县,河北省,114.143411,37.1771093
130522,邢台市,临城,河北省,114.506873,37.444009
130523,邢台市,内丘,河北省,114.511523,37.287663
130524,邢台市,柏乡,河北省,114.693382,37.483596
130525,邢台市,隆尧,河北省,114.776348,37.350925
130526,邢台市,任县,河北省,114.684469,37.129952
130527,邢台市,南和,河北省,114.691377,37.003812
130528,邢台市,宁晋,河北省,114.921027,37.618956
130529,邢台市,巨鹿,河北省,115.038782,37.21768
130530,邢台市,新河,河北省,115.247537,37.526216
130531,邢台市,广宗,河北省,115.142797,37.075548
130532,邢台市,平乡,河北省,115.029218,37.069404
130533,邢台市,威县,河北省,115.272749,36.983272
130534,邢台市,清河,河北省,115.668999,37.059991
130535,邢台市,临西,河北省,115.498684,36.8642
130581,邢台市,南宫,河北省,115.398102,37.359668
130582,邢台市,沙河,河北省,114.504902,36.861903
130600,保定市,保定,河北省,115.482331,38.867657
130602,保定市,竞秀,河北省,115.470659,38.88662
130606,保定市,莲池,河北省,115.500934,38.865005
130607,保定市,满城,河北省,115.32442,38.95138
130608,保定市,清苑,河北省,115.492221,38.771012
130609,保定市,徐水,河北省,115.64941,39.020395
130623,保定市,涞水,河北省,115.711985,39.393148
130624,保定市,阜平,河北省,114.198801,38.847276
130626,保定市,定兴,河北省,115.796895,39.266195
130627,保定市,唐县,河北省,114.981241,38.748542
130628,保定市,高阳,河北省,115.778878,38.690092
130629,保定市,容城,河北省,115.866247,39.05282
130630,保定市,涞源,河北省,114.692567,39.35755
130631,保定市,望都,河北省,115.154009,38.707448
130632,保定市,安新,河北省,115.931979,38.929912
130633,保定市,易县,河北省,115.501146,39.35297
130634,保定市,曲阳,河北省,114.704055,38.619992
130635,保定市,蠡县,河北省,115.583631,38.496429
130636,保定市,顺平,河北省,115.132749,38.845127
130637,保定市,博野,河北省,115.461798,38.458271
130638,保定市,雄县,河北省,116.107474,38.990819
130681,保定市,涿州,河北省,115.973409,39.485765
130682,保定市,定州,河北省,114.991389,38.517602
130683,保定市,安国,河北省,115.33141,38.421367
130684,保定市,高碑店,河北省,115.882704,39.327689
130700,张家口市,张家口,河北省,114.884091,40.811901
130702,张家口市,桥东区,河北省,114.885658,40.813875
130703,张家口市,桥西区,河北省,114.882127,40.824385
130705,张家口市,宣化,河北省,115.0632,40.609368
130706,张家口市,下花园,河北省,115.281002,40.488645
130708,张家口市,万全,河北省,114.736131,40.765136
130709,张家口市,崇礼,河北省,115.281652,40.971302
130722,张家口市,张北,河北省,114.715951,41.151713
130723,张家口市,康保,河北省,114.615809,41.850046
130724,张家口市,沽源,河北省,115.684836,41.667419
130725,张家口市,尚义,河北省,113.977713,41.080091
130726,张家口市,蔚县,河北省,114.582695,39.837181
130727,张家口市,阳原,河北省,114.167343,40.113419
130728,张家口市,怀安,河北省,114.422364,40.671274
130730,张家口市,怀来,河北省,115.520846,40.405405
130731,张家口市,涿鹿,河北省,115.219246,40.378701
130732,张家口市,赤城,河北省,115.832708,40.912081
130800,承德市,承德,河北省,117.939152,40.976204
130802,承德市,双桥,河北省,117.939152,40.976204
130803,承德市,双滦,河北省,117.797485,40.959756
130804,承德市,鹰手营子,河北省,117.661154,40.546956
130821,承德市,承德县,河北省,118.172496,40.768637
130822,承德市,兴隆,河北省,117.507098,40.418525
130824,承德市,滦平,河北省,117.337124,40.936644
130825,承德市,隆化,河北省,117.736343,41.316667
130826,承德市,丰宁,河北省,116.65121,41.209903
130827,承德市,宽城,河北省,118.488642,40.607981
130828,承德市,围场,河北省,117.764086,41.949404
130881,承德市,平泉,河北省,118.690238,41.00561
130900,沧州市,沧州,河北省,116.857461,38.310582
130902,沧州市,新华区,河北省,116.873049,38.308273
130903,沧州市,运河,河北省,116.840063,38.307405
130921,沧州市,沧县,河北省,117.007478,38.219856
130922,沧州市,青县,河北省,116.838384,38.569646
130923,沧州市,东光,河北省,116.542062,37.88655
130924,沧州市,海兴,河北省,117.496606,38.141582
130925,沧州市,盐山,河北省,117.229814,38.056141
130926,沧州市,肃宁,河北省,115.835856,38.427102
130927,沧州市,南皮,河北省,116.709171,38.042439
130928,沧州市,吴桥,河北省,116.391512,37.628182
130929,沧州市,献县,河北省,116.123844,38.189661
130930,沧州市,孟村,河北省,117.105104,38.057953
130981,沧州市,泊头,河北省,116.570163,38.073479
130982,沧州市,任丘,河北省,116.106764,38.706513
130983,沧州市,黄骅,河北省,117.343803,38.369238
130984,沧州市,河间,河北省,116.089452,38.44149
131000,廊坊市,廊坊,河北省,116.704441,39.523927
131002,廊坊市,安次,河北省,116.694544,39.502569
131003,廊坊市,广阳,河北省,116.713708,39.521931
131022,廊坊市,固安,河北省,116.299894,39.436468
131023,廊坊市,永清,河北省,116.498089,39.319717
131024,廊坊市,香河,河北省,117.007161,39.757212
131025,廊坊市,大城,河北省,116.640735,38.699215
131026,廊坊市,文安,河北省,116.460107,38.866801
131028,廊坊市,大厂,河北省,116.986501,39.889266
131081,廊坊市,霸州,河北省,116.392021,39.117331
131082,廊坊市,三河,河北省,117.077018,39.982778
131100,衡水市,衡水,河北省,115.665993,37.735097
131102,衡水市,桃城,河北省,115.694945,37.732237
131103,衡水市,冀州,河北省,115.579173,37.542788
131121,衡水市,枣强,河北省,115.726499,37.511512
131122,衡水市,武邑,河北省,115.892415,37.803774
131123,衡水市,武强,河北省,115.970236,38.03698
131124,衡水市,饶阳,河北省,115.726577,38.232671
131125,衡水市,安平,河北省,115.519627,38.233511
131126,衡水市,故城,河北省,115.966747,37.350981
131127,衡水市,景县,河北省,116.258446,37.686622
131128,衡水市,阜城,河北省,116.164727,37.869945
131182,衡水市,深州,河北省,115.554596,38.00347
140100,太原市,太原,山西省,112.549248,37.857014
140105,太原市,小店,山西省,112.564273,37.817974
140106,太原市,迎泽,山西省,112.558851,37.855804
140107,太原市,杏花岭,山西省,112.560743,37.879291
140108,太原市,尖草坪,山西省,112.487122,37.939893
140109,太原市,万柏林,山西省,112.522258,37.862653
140110,太原市,晋源,山西省,112.477849,37.715619
140121,太原市,清徐,山西省,112.357961,37.60729
140122,太原市,阳曲,山西省,112.673818,38.058797
140123,太原市,娄烦,山西省,111.793798,38.066035
140181,太原市,古交,山西省,112.174353,37.908534
140200,大同市,大同,山西省,113.301438,40.090511
140212,大同市,新荣,山西省,113.141044,40.258269
140213,大同市,平城,山西省,113.304425,40.081998
140214,大同市,云冈,山西省,113.1624015,39.996839
140215,大同市,云州,山西省,113.618471,40.04623
140221,大同市,阳高,山西省,113.749871,40.364927
140222,大同市,天镇,山西省,114.09112,40.421336
140223,大同市,广灵,山西省,114.279252,39.763051
140224,大同市,灵丘,山西省,114.23576,39.438867
140225,大同市,浑源,山西省,113.698091,39.699099
140226,大同市,左云,山西省,112.70641,40.012873
140300,阳泉市,阳泉,山西省,113.583285,37.861188
140302,阳泉市,城区,山西省,113.583285,37.861188
140303,阳泉市,矿区,山西省,113.559066,37.870085
140311,阳泉市,郊区,山西省,113.58664,37.94096
140321,阳泉市,平定,山西省,113.631049,37.800289
140322,阳泉市,盂县,山西省,113.41223,38.086131
140400,长治市,长治,山西省,113.113556,36.191112
140403,长治市,潞州,山西省,113.129521,36.209472
140404,长治市,上党,山西省,113.057416,36.059287
140405,长治市,屯留,山西省,112.892741,36.314072
140406,长治市,潞城,山西省,113.223245,36.332233
140423,长治市,襄垣,山西省,113.050094,36.532854
140425,长治市,平顺,山西省,113.438791,36.200202
140426,长治市,黎城,山西省,113.387366,36.502971
140427,长治市,壶关,山西省,113.206138,36.110938
140428,长治市,长子,山西省,112.884656,36.119484
140429,长治市,武乡,山西省,112.8653,36.834315
140430,长治市,沁县,山西省,112.70138,36.757123
140431,长治市,沁源,山西省,112.340878,36.500777
140500,晋城市,晋城,山西省,112.851274,35.497553
140502,晋城市,城区,山西省,112.8514,35.4976
140521,晋城市,沁水,山西省,112.187213,35.689472
140522,晋城市,阳城,山西省,112.422014,35.482177
140524,晋城市,陵川,山西省,113.278877,35.775614
140525,晋城市,泽州,山西省,112.899137,35.617221
140581,晋城市,高平,山西省,112.930691,35.791355
140600,朔州市,朔州,山西省,112.433387,39.331261
140602,朔州市,朔城,山西省,112.428676,39.324525
140603,朔州市,平鲁,山西省,112.295227,39.515603
140621,朔州市,山阴,山西省,112.816396,39.52677
140622,朔州市,应县,山西省,113.187505,39.559187
140623,朔州市,右玉,山西省,112.465588,39.988812
140681,朔州市,怀仁,山西省,113.100512,39.82079
140700,晋中市,晋中,山西省,112.736465,37.696495
140702,晋中市,榆次,山西省,112.740056,37.6976
140721,晋中市,榆社,山西省,112.973521,37.069019
140722,晋中市,左权,山西省,113.377834,37.079672
140723,晋中市,和顺,山西省,113.572919,37.327027
140724,晋中市,昔阳,山西省,113.706166,37.60437
140725,晋中市,寿阳,山西省,113.177708,37.891136
140726,晋中市,太谷,山西省,112.554103,37.424595
140727,晋中市,祁县,山西省,112.330532,37.358739
140728,晋中市,平遥,山西省,112.174059,37.195474
140729,晋中市,灵石,山西省,111.772759,36.847469
140781,晋中市,介休,山西省,111.913857,37.027616
140800,运城市,运城,山西省,111.003957,35.022778
140802,运城市,盐湖,山西省,111.000627,35.025643
140821,运城市,临猗,山西省,110.77493,35.141883
140822,运城市,万荣,山西省,110.843561,35.417042
140823,运城市,闻喜,山西省,111.220306,35.353839
140824,运城市,稷山,山西省,110.978996,35.600412
140825,运城市,新绛,山西省,111.225205,35.613697
140826,运城市,绛县,山西省,111.576182,35.49045
140827,运城市,垣曲,山西省,111.67099,35.298293
140828,运城市,夏县,山西省,111.223174,35.140441
140829,运城市,平陆,山西省,111.212377,34.837256
140830,运城市,芮城,山西省,110.69114,34.694769
140881,运城市,永济,山西省,110.447984,34.865125
140882,运城市,河津,山西省,110.710268,35.59715
140900,忻州市,忻州,山西省,112.733538,38.41769
140902,忻州市,忻府,山西省,112.734112,38.417743
140921,忻州市,定襄,山西省,112.963231,38.484948
140922,忻州市,五台,山西省,113.259012,38.725711
140923,忻州市,代县,山西省,112.962519,39.065138
140924,忻州市,繁峙,山西省,113.267707,39.188104
140925,忻州市,宁武,山西省,112.307936,39.001718
140926,忻州市,静乐,山西省,111.940231,38.355947
140927,忻州市,神池,山西省,112.200438,39.088467
140928,忻州市,五寨,山西省,111.841015,38.912761
140929,忻州市,岢岚,山西省,111.56981,38.705625
140930,忻州市,河曲,山西省,111.146609,39.381895
140931,忻州市,保德,山西省,111.085688,39.022576
140932,忻州市,偏关,山西省,111.500477,39.442153
140981,忻州市,原平,山西省,112.713132,38.729186
141000,临汾市,临汾,山西省,111.517973,36.08415
141002,临汾市,尧都,山西省,111.522945,36.080366
141021,临汾市,曲沃,山西省,111.475529,35.641387
141022,临汾市,翼城,山西省,111.713508,35.738621
141023,临汾市,襄汾,山西省,111.442932,35.876139
141024,临汾市,洪洞,山西省,111.673692,36.255742
141025,临汾市,古县,山西省,111.920207,36.26855
141026,临汾市,安泽,山西省,112.251372,36.146032
141027,临汾市,浮山,山西省,111.850039,35.971359
141028,临汾市,吉县,山西省,110.682853,36.099355
141029,临汾市,乡宁,山西省,110.857365,35.975402
141030,临汾市,大宁,山西省,110.751283,36.46383
141031,临汾市,隰县,山西省,110.935809,36.692675
141032,临汾市,永和,山西省,110.631276,36.760614
141033,临汾市,蒲县,山西省,111.09733,36.411682
141034,临汾市,汾西,山西省,111.563021,36.653368
141081,临汾市,侯马,山西省,111.371272,35.620302
141082,临汾市,霍州,山西省,111.723103,36.57202
141100,吕梁市,吕梁,山西省,111.134335,37.524366
141102,吕梁市,离石,山西省,111.134462,37.524037
141121,吕梁市,文水,山西省,112.032595,37.436314
141122,吕梁市,交城,山西省,112.159154,37.555155
141123,吕梁市,兴县,山西省,111.124816,38.464136
141124,吕梁市,临县,山西省,110.995963,37.960806
141125,吕梁市,柳林,山西省,110.89613,37.431664
141126,吕梁市,石楼,山西省,110.837119,36.999426
141127,吕梁市,岚县,山西省,111.671555,38.278654
141128,吕梁市,方山,山西省,111.238885,37.892632
141129,吕梁市,中阳,山西省,111.193319,37.342054
141130,吕梁市,交口,山西省,111.183188,36.983068
141181,吕梁市,孝义,山西省,111.781568,37.144474
141182,吕梁市,汾阳,山西省,111.785273,37.267742
150100,呼和浩特市,呼和浩特,内蒙古自治区,111.670801,40.818311
150102,呼和浩特市,新城区,内蒙古自治区,111.685964,40.826225
150103,呼和浩特市,回民区,内蒙古自治区,111.662162,40.815149
150104,呼和浩特市,玉泉区,内蒙古自治区,111.66543,40.799421
150105,呼和浩特市,赛罕区,内蒙古自治区,111.698463,40.807834
150121,呼和浩特市,土左旗,内蒙古自治区,111.09,40.41
150122,呼和浩特市,托克托,内蒙古自治区,111.11,40.16
150123,呼和浩特市,和林格尔,内蒙古自治区,111.824143,40.380288
150124,呼和浩特市,清水河,内蒙古自治区,111.67222,39.912479
150125,呼和浩特市,武川,内蒙古自治区,111.456563,41.094483
150200,包头市,包头,内蒙古自治区,109.840405,40.658168
150202,包头市,东河区,内蒙古自治区,110.026895,40.587056
150203,包头市,昆都仑区,内蒙古自治区,109.822932,40.661345
150204,包头市,青山区,内蒙古自治区,109.880049,40.668558
150205,包头市,石拐区,内蒙古自治区,110.272565,40.672094
150206,包头市,白云鄂博,内蒙古自治区,109.97016,41.769246
150207,包头市,九原区,内蒙古自治区,109.968122,40.600581
150221,包头市,土右旗,内蒙古自治区,110.32,40.33
150222,包头市,固阳,内蒙古自治区,110.063421,41.030004
150223,包头市,达茂旗,内蒙古自治区,110.26,41.42
150300,乌海市,乌海,内蒙古自治区,106.825563,39.673734
150302,乌海市,海勃湾区,内蒙古自治区,106.817762,39.673527
150303,乌海市,海南区,内蒙古自治区,106.884789,39.44153
150304,乌海市,乌达,内蒙古自治区,106.722711,39.502288
150400,赤峰市,赤峰,内蒙古自治区,118.956806,42.275317
150402,赤峰市,红山,内蒙古自治区,118.961087,42.269732
150403,赤峰市,元宝山,内蒙古自治区,119.289877,42.041168
150404,赤峰市,松山,内蒙古自治区,118.938958,42.281046
150421,赤峰市,阿鲁旗,内蒙古自治区,120.03,43.53
150422,赤峰市,巴林左旗,内蒙古自治区,119.391737,43.980715
150423,赤峰市,巴林右旗,内蒙古自治区,118.678347,43.528963
150424,赤峰市,林西,内蒙古自治区,118.05775,43.605326
150425,赤峰市,克什克腾旗,内蒙古自治区,117.542465,43.256233
150426,赤峰市,翁牛特旗,内蒙古自治区,119.022619,42.937128
150428,赤峰市,喀喇沁旗,内蒙古自治区,118.708572,41.92778
150429,赤峰市,宁城,内蒙古自治区,119.339242,41.598692
150430,赤峰市,敖汉旗,内蒙古自治区,119.906486,42.287012
150500,通辽市,通辽,内蒙古自治区,122.263119,43.617429
150502,通辽市,科尔沁区,内蒙古自治区,121.472818,45.059645
150521,通辽市,科左中旗,内蒙古自治区,123.18,44.08
150522,通辽市,科左后旗,内蒙古自治区,122.21,42.58
150523,通辽市,开鲁,内蒙古自治区,121.308797,43.602432
150524,通辽市,库伦旗,内蒙古自治区,121.774886,42.734692
150525,通辽市,奈曼旗,内蒙古自治区,120.662543,42.84685
150526,通辽市,扎鲁特旗,内蒙古自治区,120.905275,44.555294
150581,通辽市,霍林郭勒,内蒙古自治区,119.657862,45.532361
150600,鄂尔多斯市,鄂尔多斯,内蒙古自治区,109.99029,39.817179
150602,鄂尔多斯市,东胜,内蒙古自治区,109.98945,39.81788
150603,鄂尔多斯市,康巴什,内蒙古自治区,109.868118,39.615711
150621,鄂尔多斯市,达拉特旗,内蒙古自治区,110.040281,40.404076
150622,鄂尔多斯市,准格尔旗,内蒙古自治区,111.238332,39.865221
150623,鄂尔多斯市,鄂前旗,内蒙古自治区,107.29,38.11
150624,鄂尔多斯市,鄂托克旗,内蒙古自治区,107.982604,39.095752
150625,鄂尔多斯市,杭锦旗,内蒙古自治区,108.736324,39.831789
150626,鄂尔多斯市,乌审旗,内蒙古自治区,108.842454,38.596611
150627,鄂尔多斯市,伊金霍洛,内蒙古自治区,109.787402,39.604312
150700,呼伦贝尔市,呼伦贝尔,内蒙古自治区,119.758168,49.215333
150702,呼伦贝尔市,海拉尔,内蒙古自治区,119.764923,49.213889
150703,呼伦贝尔市,扎赉诺尔,内蒙古自治区,117.716373,49.456567
150721,呼伦贝尔市,阿荣旗,内蒙古自治区,123.464615,48.130503
150722,呼伦贝尔市,莫力达瓦,内蒙古自治区,124.507401,48.478385
150723,呼伦贝尔市,鄂伦春旗,内蒙古自治区,123.44,50.35
150724,呼伦贝尔市,鄂温克旗,内蒙古自治区,119.45,49.09
150725,呼伦贝尔市,陈旗,内蒙古自治区,119.26,49.19
150726,呼伦贝尔市,新左旗,内蒙古自治区,118.16,48.13
150727,呼伦贝尔市,新右旗,内蒙古自治区,116.49,48.4
150781,呼伦贝尔市,满洲里,内蒙古自治区,117.455561,49.590788
150782,呼伦贝尔市,牙克石,内蒙古自治区,120.729005,49.287024
150783,呼伦贝尔市,扎兰屯,内蒙古自治区,122.744401,48.007412
150784,呼伦贝尔市,额尔古纳,内蒙古自治区,120.178636,50.2439
150785,呼伦贝尔市,根河,内蒙古自治区,121.532724,50.780454
150800,巴彦淖尔市,巴彦淖尔,内蒙古自治区,107.416959,40.757402
150802,巴彦淖尔市,临河,内蒙古自治区,107.417018,40.757092
150821,巴彦淖尔市,五原,内蒙古自治区,108.270658,41.097639
150822,巴彦淖尔市,磴口,内蒙古自治区,107.006056,40.330479
150823,巴彦淖尔市,乌前旗,内蒙古自治区,108.39,40.44
150824,巴彦淖尔市,乌中旗,内蒙古自治区,108.31,41.34
150825,巴彦淖尔市,乌后旗,内蒙古自治区,106.59,41.27
150826,巴彦淖尔市,杭锦后旗,内蒙古自治区,107.147682,40.888797
150900,乌兰察布市,乌兰察布,内蒙古自治区,113.114543,41.034126
150902,乌兰察布市,集宁,内蒙古自治区,113.116453,41.034134
150921,乌兰察布市,卓资,内蒙古自治区,112.577702,40.89576
150922,乌兰察布市,化德,内蒙古自治区,114.01008,41.899335
150923,乌兰察布市,商都,内蒙古自治区,113.560643,41.560163
150924,乌兰察布市,兴和,内蒙古自治区,113.834009,40.872437
150925,乌兰察布市,凉城,内蒙古自治区,112.500911,40.531627
150926,乌兰察布市,察右前旗,内蒙古自治区,113.13,40.48
150927,乌兰察布市,察右中旗,内蒙古自治区,112.37,41.16
150928,乌兰察布市,察右后旗,内蒙古自治区,113.11,41.27
150929,乌兰察布市,四子王旗,内蒙古自治区,111.70123,41.528114
150981,乌兰察布市,丰镇,内蒙古自治区,113.163462,40.437534
152200,兴安盟,兴安盟,内蒙古自治区,122.070317,46.076268
152201,兴安盟,乌兰浩特,内蒙古自治区,122.068975,46.077238
152202,兴安盟,阿尔山,内蒙古自治区,119.943656,47.177
152221,兴安盟,科右前旗,内蒙古自治区,122.069,46.063
152222,兴安盟,科右中旗,内蒙古自治区,121.28,45.03
152223,兴安盟,扎赉特旗,内蒙古自治区,122.909332,46.725136
152224,兴安盟,突泉,内蒙古自治区,121.564856,45.380986
152500,锡林郭勒盟,锡林郭勒,内蒙古自治区,116.090996,43.944018
152501,锡林郭勒盟,二连浩特,内蒙古自治区,111.97981,43.652895
152502,锡林郭勒盟,锡林浩特,内蒙古自治区,116.091903,43.944301
152522,锡林郭勒盟,阿巴嘎旗,内蒙古自治区,114.970618,44.022728
152523,锡林郭勒盟,苏左旗,内蒙古自治区,113.38,43.52
152524,锡林郭勒盟,苏右旗,内蒙古自治区,112.39,42.45
152525,锡林郭勒盟,东乌旗,内蒙古自治区,116.58,45.31
152526,锡林郭勒盟,西乌旗,内蒙古自治区,117.36,44.35
152527,锡林郭勒盟,太仆寺旗,内蒙古自治区,115.28728,41.895199
152528,锡林郭勒盟,镶黄旗,内蒙古自治区,113.843869,42.239229
152529,锡林郭勒盟,正镶白旗,内蒙古自治区,115.031423,42.286807
152530,锡林郭勒盟,正蓝旗,内蒙古自治区,116.003311,42.245895
152531,锡林郭勒盟,多伦,内蒙古自治区,116.477288,42.197962
152900,阿拉善盟,阿拉善,内蒙古自治区,105.706422,38.844814
152921,阿拉善盟,阿左旗,内蒙古自治区,105.111,39.641
152922,阿拉善盟,阿右旗,内蒙古自治区,101.41,39.13
152923,阿拉善盟,额济纳旗,内蒙古自治区,101.06944,41.958813
210100,沈阳市,沈阳,辽宁省,123.429096,41.796767
210102,沈阳市,和平区,辽宁省,123.406664,41.788074
210103,沈阳市,沈河区,辽宁省,123.445696,41.795591
210104,沈阳市,大东区,辽宁省,123.469956,41.808503
210105,沈阳市,皇姑区,辽宁省,123.405677,41.822336
210106,沈阳市,铁西区,辽宁省,123.350664,41.787808
210111,沈阳市,苏家屯,辽宁省,123.341604,41.665904
210112,沈阳市,浑南,辽宁省,123.458981,41.741946
210113,沈阳市,沈北新区,辽宁省,123.521471,42.052312
210114,沈阳市,于洪区,辽宁省,123.310829,41.795833
210115,沈阳市,辽中区,辽宁省,122.731269,41.512725
210123,沈阳市,康平,辽宁省,123.352703,42.741533
210124,沈阳市,法库,辽宁省,123.416722,42.507045
210181,沈阳市,新民,辽宁省,122.828868,41.996508
210200,大连市,大连,辽宁省,121.618622,38.91459
210202,大连市,中山区,辽宁省,121.64376,38.921553
210203,大连市,西岗区,辽宁省,121.616112,38.914266
210204,大连市,沙河口,辽宁省,121.593702,38.912859
210211,大连市,甘井子,辽宁省,121.582614,38.975148
210212,大连市,旅顺,辽宁省,121.26713,38.812043
210213,大连市,金州,辽宁省,121.789413,39.052745
210214,大连市,普兰店,辽宁省,121.9705,39.401555
210224,大连市,长海,辽宁省,122.587824,39.272399
210281,大连市,瓦房店,辽宁省,122.002656,39.63065
210283,大连市,庄河,辽宁省,122.970612,39.69829
210300,鞍山市,鞍山,辽宁省,122.995632,41.110626
210302,鞍山市,铁东区,辽宁省,122.994475,41.110344
210303,鞍山市,铁西区,辽宁省,122.971834,41.11069
210304,鞍山市,立山,辽宁省,123.024806,41.150622
210311,鞍山市,千山,辽宁省,122.949298,41.068909
210321,鞍山市,台安,辽宁省,122.429736,41.38686
210323,鞍山市,岫岩,辽宁省,123.28833,40.281509
210381,鞍山市,海城,辽宁省,122.752199,40.852533
210400,抚顺市,抚顺,辽宁省,124.097979,41.922644
210402,抚顺市,新抚区,辽宁省,123.902858,41.86082
210403,抚顺市,东洲区,辽宁省,124.047219,41.866829
210404,抚顺市,望花区,辽宁省,123.801509,41.851803
